file,page,intersection,control_mode,start_time,end_time,phase_1_weekday,phase_1_sunday,phase_2_weekday,phase_2_sunday,phase_3_weekday,phase_3_sunday,phase_4_weekday,phase_4_sunday,phase_5_weekday,phase_5_sunday,phase_6_weekday,phase_6_sunday,phase_7_weekday,phase_7_sunday
Bengaluru-BPT-Kamakshi-Palya-TPS-Signal-Timing-data-FIRE_FORCE_JN_RING_ROAD_NEAR_KENGUNTE_JN.pdf,1,"RINGROADNEARKENGUNTEJUNCTION,KAMAKSHIPALYAPOLICESTATION",FIXED,12:00,17:00,40.0,,40.0,,30.0,,15.0,,10.0,,135.0,,,
Bengaluru-BPT-Kamakshi-Palya-TPS-Signal-Timing-data-FIRE_FORCE_JN_RING_ROAD_NEAR_KENGUNTE_JN.pdf,1,"RINGROADNEARKENGUNTEJUNCTION,KAMAKSHIPALYAPOLICESTATION",FIXED,17:00,20:00,50.0,,43.0,,30.0,,15.0,,10.0,,148.0,,,
Bengaluru-BPT-Kamakshi-Palya-TPS-Signal-Timing-data-FIRE_FORCE_JN_RING_ROAD_NEAR_KENGUNTE_JN.pdf,1,"RINGROADNEARKENGUNTEJUNCTION,KAMAKSHIPALYAPOLICESTATION",FIXED,20:00,22:00,40.0,,40.0,,30.0,,15.0,,7.0,,132.0,,,
Bengaluru-BPT-Kamakshi-Palya-TPS-Signal-Timing-data-RING_ROAD_ULLAL_JN_SRIGANDAKAVALU_JN.pdf,1,"RINGROAD-ULLALJUNCTION, KAMAKSHIPALYAPOLICESTATION",FIXED,08:00,11:00,45.0,,45.0,,30.0,,25.0,,10.0,,,,,
Bengaluru-BPT-Kamakshi-Palya-TPS-Signal-Timing-data-RING_ROAD_ULLAL_JN_SRIGANDAKAVALU_JN.pdf,1,"RINGROAD-ULLALJUNCTION, KAMAKSHIPALYAPOLICESTATION",FIXED,11:00,16:00,,,,,,,,,,,,,,
Bengaluru-BPT-Kamakshi-Palya-TPS-Signal-Timing-data-RING_ROAD_ULLAL_JN_SRIGANDAKAVALU_JN.pdf,1,"RINGROAD-ULLALJUNCTION, KAMAKSHIPALYAPOLICESTATION",FIXED,16:00,20:00,45.0,,45.0,,30.0,,25.0,,10.0,,155.0,,,
Bengaluru-BPT-Kamakshi-Palya-TPS-Signal-Timing-data-RING_ROAD_ULLAL_JN_SRIGANDAKAVALU_JN.pdf,1,"RINGROAD-ULLALJUNCTION, KAMAKSHIPALYAPOLICESTATION",FIXED,09:00,11:00,35.0,,35.0,,20.0,,15.0,,10.0,,115.0,,,
Bengaluru-BPT-Kamakshi-Palya-TPS-Signal-Timing-data-RING_ROAD_ULLAL_JN_SRIGANDAKAVALU_JN.pdf,1,"RINGROAD-ULLALJUNCTION, KAMAKSHIPALYAPOLICESTATION",FIXED,17:00,20:00,35.0,,35.0,,20.0,,15.0,,10.0,,115.0,,,
Bengaluru-BPT-Kamakshi-Palya-TPS-Signal-Timing-data-RING_ROAD_ULLAL_JN_SRIGANDAKAVALU_JN.pdf,1,"RINGROAD-ULLALJUNCTION, KAMAKSHIPALYAPOLICESTATION",FIXED,07:00,08:00,20.0,,50.0,,30.0,,10.0,,110.0,,,,,
Bengaluru-BPT-Kamakshi-Palya-TPS-Signal-Timing-data-RING_ROAD_ULLAL_JN_SRIGANDAKAVALU_JN.pdf,1,"RINGROAD-ULLALJUNCTION, KAMAKSHIPALYAPOLICESTATION",FIXED,08:00,11:00,30.0,,75.0,,50.0,,10.0,,165.0,,,,,
Bengaluru-BPT-Kamakshi-Palya-TPS-Signal-Timing-data-RING_ROAD_ULLAL_JN_SRIGANDAKAVALU_JN.pdf,1,"RINGROAD-ULLALJUNCTION, KAMAKSHIPALYAPOLICESTATION",FIXED,11:00,16:00,20.0,,50.0,,30.0,,10.0,,110.0,,,,,
Bengaluru-BPT-Kamakshi-Palya-TPS-Signal-Timing-data-RING_ROAD_ULLAL_JN_SRIGANDAKAVALU_JN.pdf,1,"RINGROAD-ULLALJUNCTION, KAMAKSHIPALYAPOLICESTATION",FIXED,16:00,21:00,30.0,,75.0,,50.0,,10.0,,165.0,,,,,
Bengaluru-BPT-Kamakshi-Palya-TPS-Signal-Timing-data-RING_ROAD_ULLAL_JN_SRIGANDAKAVALU_JN.pdf,1,"RINGROAD-ULLALJUNCTION, KAMAKSHIPALYAPOLICESTATION",FIXED,21:00,22:00,20.0,,50.0,,30.0,,0.0,,100.0,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-AUTOMART_JN_AYYAPPA_TEMPLE_JN.pdf,1,"AUTOMARTJUNCTION,MADIWALAPOLICESTATION",FIXED,07:00,08:00,50.0,,10.0,,15.0,,0.0,,75.0,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-AUTOMART_JN_AYYAPPA_TEMPLE_JN.pdf,1,"AUTOMARTJUNCTION,MADIWALAPOLICESTATION",FIXED,08:00,11:00,80.0,,15.0,,20.0,,10.0,,125.0,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-AUTOMART_JN_AYYAPPA_TEMPLE_JN.pdf,1,"AUTOMARTJUNCTION,MADIWALAPOLICESTATION",FIXED,11:00,16:00,60.0,,10.0,,20.0,,10.0,,100.0,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-AUTOMART_JN_AYYAPPA_TEMPLE_JN.pdf,1,"AUTOMARTJUNCTION,MADIWALAPOLICESTATION",FIXED,16:00,21:00,80.0,,15.0,,20.0,,10.0,,125.0,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-AUTOMART_JN_AYYAPPA_TEMPLE_JN.pdf,1,"AUTOMARTJUNCTION,MADIWALAPOLICESTATION",FIXED,21:00,23:00,35.0,,10.0,,10.0,,0.0,,55.0,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-AUTOMART_JN_AYYAPPA_TEMPLE_JN.pdf,1,"AUTOMARTJUNCTION,MADIWALAPOLICESTATION",FIXED,07:00,08:30,90.0,,20.0,,10.0,,120.0,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-AUTOMART_JN_AYYAPPA_TEMPLE_JN.pdf,1,"AUTOMARTJUNCTION,MADIWALAPOLICESTATION",FIXED,08:30,11:00,120.0,,30.0,,10.0,,160.0,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-AUTOMART_JN_AYYAPPA_TEMPLE_JN.pdf,1,"AUTOMARTJUNCTION,MADIWALAPOLICESTATION",FIXED,11:00,16:30,90.0,,20.0,,10.0,,120.0,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-AUTOMART_JN_AYYAPPA_TEMPLE_JN.pdf,1,"AUTOMARTJUNCTION,MADIWALAPOLICESTATION",FIXED,16:30,20:30,120.0,,30.0,,10.0,,160.0,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-AUTOMART_JN_AYYAPPA_TEMPLE_JN.pdf,1,"AUTOMARTJUNCTION,MADIWALAPOLICESTATION",FIXED,20:30,23:00,90.0,,20.0,,10.0,,120.0,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-BOMMANAHALLI_JN_G_B_PALYA_JN.pdf,1,"BOMMANAHALLIJUNCTION,MADIWALAPOLICESTATION",FIXED,07:00,08:00,20.0,,50.0,,20.0,,15.0,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-BOMMANAHALLI_JN_G_B_PALYA_JN.pdf,1,"BOMMANAHALLIJUNCTION,MADIWALAPOLICESTATION",FIXED,08:00,11:00,,,,,15.0,,10.0,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-BOMMANAHALLI_JN_G_B_PALYA_JN.pdf,1,"BOMMANAHALLIJUNCTION,MADIWALAPOLICESTATION",FIXED,07:00,08:00,40.0,,50.0,,30.0,,15.0,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-BOMMANAHALLI_JN_G_B_PALYA_JN.pdf,1,"BOMMANAHALLIJUNCTION,MADIWALAPOLICESTATION",FIXED,08:00,11:30,,,60.0,,,,15.0,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-BOMMANAHALLI_JN_G_B_PALYA_JN.pdf,1,"BOMMANAHALLIJUNCTION,MADIWALAPOLICESTATION",FIXED,11:00,16:00,20.0,,50.0,,20.0,,15.0,,10.0,,115.0,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-BOMMANAHALLI_JN_G_B_PALYA_JN.pdf,1,"BOMMANAHALLIJUNCTION,MADIWALAPOLICESTATION",FIXED,21:00,23:00,20.0,,50.0,,20.0,,10.0,,10.0,,110.0,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-BOMMANAHALLI_JN_G_B_PALYA_JN.pdf,1,"BOMMANAHALLIJUNCTION,MADIWALAPOLICESTATION",FIXED,11:30,15:30,40.0,,50.0,,25.0,,10.0,,125.0,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-BOMMANAHALLI_JN_G_B_PALYA_JN.pdf,1,"BOMMANAHALLIJUNCTION,MADIWALAPOLICESTATION",FIXED,17:00,21:00,,,,,,,15.0,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-BOMMANAHALLI_JN_G_B_PALYA_JN.pdf,1,"BOMMANAHALLIJUNCTION,MADIWALAPOLICESTATION",FIXED,21:00,23:30,30.0,,50.0,,20.0,,10.0,,110.0,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-HSR_14TH_MAIN_JN_IBLUR_JN.pdf,1,"HSR14THMAINJUNCTION,MADIWALAPOLICESTATION",FIXED,07:00,08:00,60.0,,30.0,,70.0,,0.0,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-HSR_14TH_MAIN_JN_IBLUR_JN.pdf,1,"HSR14THMAINJUNCTION,MADIWALAPOLICESTATION",FIXED,08:00,11:00,80.0,,40.0,,90.0,,35.0,,10.0,,255.0,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-HSR_14TH_MAIN_JN_IBLUR_JN.pdf,1,"HSR14THMAINJUNCTION,MADIWALAPOLICESTATION",FIXED,11:00,16:30,60.0,,30.0,,80.0,,30.0,,10.0,,210.0,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-HSR_14TH_MAIN_JN_IBLUR_JN.pdf,1,"HSR14THMAINJUNCTION,MADIWALAPOLICESTATION",FIXED,16:30,21:00,70.0,,40.0,,100.0,,35.0,,10.0,,255.0,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-HSR_14TH_MAIN_JN_IBLUR_JN.pdf,1,"HSR14THMAINJUNCTION,MADIWALAPOLICESTATION",FIXED,21:00,23:00,60.0,,30.0,,80.0,,25.0,,0.0,,195.0,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-HSR_14TH_MAIN_JN_IBLUR_JN.pdf,1,"HSR14THMAINJUNCTION,MADIWALAPOLICESTATION",FIXED,08:00,10:30,80.0,,40.0,,80.0,,10.0,,210.0,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-HSR_14TH_MAIN_JN_IBLUR_JN.pdf,1,"HSR14THMAINJUNCTION,MADIWALAPOLICESTATION",FIXED,10:30,17:00,60.0,,60.0,,60.0,,10.0,,190.0,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-HSR_14TH_MAIN_JN_IBLUR_JN.pdf,1,"HSR14THMAINJUNCTION,MADIWALAPOLICESTATION",FIXED,17:00,20:30,100.0,,40.0,,60.0,,10.0,,210.0,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-HSR_14TH_MAIN_JN_IBLUR_JN.pdf,1,"HSR14THMAINJUNCTION,MADIWALAPOLICESTATION",FIXED,20:30,23:00,80.0,,60.0,,60.0,,10.0,,210.0,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-KUDULU_GATE_JN_MADIWALA_JN.pdf,1,"KUDULUGATEJUNCTION,MADIWALAPOLICESTATION",FIXED,07:00,08:00,20.0,,35.0,,,,,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-KUDULU_GATE_JN_MADIWALA_JN.pdf,1,"KUDULUGATEJUNCTION,MADIWALAPOLICESTATION",FIXED,08:00,11:00,,,,,,,,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-KUDULU_GATE_JN_MADIWALA_JN.pdf,1,"KUDULUGATEJUNCTION,MADIWALAPOLICESTATION",FIXED,07:00,08:30,40.0,,60.0,,10.0,,110.0,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-KUDULU_GATE_JN_MADIWALA_JN.pdf,1,"KUDULUGATEJUNCTION,MADIWALAPOLICESTATION",FIXED,08:30,11:00,60.0,,90.0,,10.0,,160.0,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-KUDULU_GATE_JN_MADIWALA_JN.pdf,1,"KUDULUGATEJUNCTION,MADIWALAPOLICESTATION",FIXED,11:00,16:30,40.0,,60.0,,10.0,,110.0,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-KUDULU_GATE_JN_MADIWALA_JN.pdf,1,"KUDULUGATEJUNCTION,MADIWALAPOLICESTATION",FIXED,16:30,20:30,60.0,,90.0,,10.0,,160.0,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-KUDULU_GATE_JN_MADIWALA_JN.pdf,1,"KUDULUGATEJUNCTION,MADIWALAPOLICESTATION",FIXED,20:30,23:00,40.0,,60.0,,10.0,,110.0,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-KUDULU_GATE_JN_MADIWALA_JN.pdf,1,"KUDULUGATEJUNCTION,MADIWALAPOLICESTATION",FIXED,21:00,23:00,20.0,,35.0,,15.0,,6.0,,76.0,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-SARJAPUR_ROAD_CHECKPOST_JN_SILK_BOARD_JN.pdf,1,"SARJAPURROAD-CHECKPOSTJUNCTION,MADIWALAPOLICESTATION",FIXED,07:00,08:00,,,,,40.0,,,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-SARJAPUR_ROAD_CHECKPOST_JN_SILK_BOARD_JN.pdf,1,"SARJAPURROAD-CHECKPOSTJUNCTION,MADIWALAPOLICESTATION",FIXED,08:00,11:00,,,,,50.0,,,,10.0,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-SARJAPUR_ROAD_CHECKPOST_JN_SILK_BOARD_JN.pdf,1,"SARJAPURROAD-CHECKPOSTJUNCTION,MADIWALAPOLICESTATION",FIXED,17:00,21:00,,,,,50.0,,,,10.0,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-SARJAPUR_ROAD_CHECKPOST_JN_SILK_BOARD_JN.pdf,1,"SARJAPURROAD-CHECKPOSTJUNCTION,MADIWALAPOLICESTATION",FIXED,21:00,23:00,,,,,40.0,,,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-SARJAPUR_ROAD_CHECKPOST_JN_SILK_BOARD_JN.pdf,1,"SARJAPURROAD-CHECKPOSTJUNCTION,MADIWALAPOLICESTATION",FIXED,07:00,08:00,,,,,,,,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-SARJAPUR_ROAD_CHECKPOST_JN_SILK_BOARD_JN.pdf,1,"SARJAPURROAD-CHECKPOSTJUNCTION,MADIWALAPOLICESTATION",FIXED,08:00,12:00,,,,,,,,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-SARJAPUR_ROAD_CHECKPOST_JN_SILK_BOARD_JN.pdf,1,"SARJAPURROAD-CHECKPOSTJUNCTION,MADIWALAPOLICESTATION",FIXED,12:00,16:00,,,,,,,,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-SARJAPUR_ROAD_CHECKPOST_JN_SILK_BOARD_JN.pdf,1,"SARJAPURROAD-CHECKPOSTJUNCTION,MADIWALAPOLICESTATION",FIXED,22:00,23:00,,,,,,,,,,,,,,
Bengaluru-BPT-Madiwala-TPS-Signal-Timing-data-SARJAPUR_ROAD_CHECKPOST_JN_SILK_BOARD_JN.pdf,1,"SARJAPURROAD-CHECKPOSTJUNCTION,MADIWALAPOLICESTATION",FIXED,23:00,23:59,,,,,,,0.0,,,,,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-BASAVAMANTAPA_CIRCLE_JN_CHOLUR_PALYA_JN.pdf,1,"BASAVAMANTAPACIRCLEJUNCTION,Dr.RAJKUMARROAD,MAGADIROADPOLICESTATION",FIXED,07:00,08:00,20.0,,35.0,,15.0,,7.0,,77.0,,,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-BASAVAMANTAPA_CIRCLE_JN_CHOLUR_PALYA_JN.pdf,1,"BASAVAMANTAPACIRCLEJUNCTION,Dr.RAJKUMARROAD,MAGADIROADPOLICESTATION",FIXED,08:00,11:00,30.0,,50.0,,25.0,,10.0,,115.0,,,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-BASAVAMANTAPA_CIRCLE_JN_CHOLUR_PALYA_JN.pdf,1,"BASAVAMANTAPACIRCLEJUNCTION,Dr.RAJKUMARROAD,MAGADIROADPOLICESTATION",FIXED,11:00,17:00,20.0,,40.0,,20.0,,7.0,,87.0,,,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-BASAVAMANTAPA_CIRCLE_JN_CHOLUR_PALYA_JN.pdf,1,"BASAVAMANTAPACIRCLEJUNCTION,Dr.RAJKUMARROAD,MAGADIROADPOLICESTATION",FIXED,17:00,20:00,30.0,,50.0,,25.0,,10.0,,115.0,,,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-BASAVAMANTAPA_CIRCLE_JN_CHOLUR_PALYA_JN.pdf,1,"BASAVAMANTAPACIRCLEJUNCTION,Dr.RAJKUMARROAD,MAGADIROADPOLICESTATION",FIXED,20:00,23:00,20.0,,35.0,,15.0,,6.0,,76.0,,,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-BASAVAMANTAPA_CIRCLE_JN_CHOLUR_PALYA_JN.pdf,1,"BASAVAMANTAPACIRCLEJUNCTION,Dr.RAJKUMARROAD,MAGADIROADPOLICESTATION",FIXED,07:00,08:00,20.0,,40.0,,20.0,,5.0,,,,,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-BASAVAMANTAPA_CIRCLE_JN_CHOLUR_PALYA_JN.pdf,1,"BASAVAMANTAPACIRCLEJUNCTION,Dr.RAJKUMARROAD,MAGADIROADPOLICESTATION",FIXED,08:00,11:00,20.0,,50.0,,25.0,,5.0,,100.0,,,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-BASAVAMANTAPA_CIRCLE_JN_CHOLUR_PALYA_JN.pdf,1,"BASAVAMANTAPACIRCLEJUNCTION,Dr.RAJKUMARROAD,MAGADIROADPOLICESTATION",FIXED,11:00,16:00,15.0,,40.0,,20.0,,5.0,,80.0,,,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-BASAVAMANTAPA_CIRCLE_JN_CHOLUR_PALYA_JN.pdf,1,"BASAVAMANTAPACIRCLEJUNCTION,Dr.RAJKUMARROAD,MAGADIROADPOLICESTATION",FIXED,16:00,21:00,20.0,,50.0,,25.0,,5.0,,100.0,,,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-BASAVAMANTAPA_CIRCLE_JN_CHOLUR_PALYA_JN.pdf,1,"BASAVAMANTAPACIRCLEJUNCTION,Dr.RAJKUMARROAD,MAGADIROADPOLICESTATION",FIXED,21:00,23:00,20.0,,40.0,,20.0,,5.0,,85.0,,,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-LEPROSY_HOSPITAL_CIRCLE_JN_M_C_CIRCLE_JN.pdf,1,"M.C.CIRCLE, MAGADIROADPOLICESTATION",FIXED,07:00,08:00,60.0,,60.0,,50.0,,10.0,,,,,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-LEPROSY_HOSPITAL_CIRCLE_JN_M_C_CIRCLE_JN.pdf,1,"M.C.CIRCLE, MAGADIROADPOLICESTATION",FIXED,07:00,08:00,20.0,,20.0,,15.0,,15.0,,10.0,,70.0,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-LEPROSY_HOSPITAL_CIRCLE_JN_M_C_CIRCLE_JN.pdf,1,"M.C.CIRCLE, MAGADIROADPOLICESTATION",FIXED,08:00,11:00,45.0,,20.0,,15.0,,15.0,,10.0,,95.0,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-LEPROSY_HOSPITAL_CIRCLE_JN_M_C_CIRCLE_JN.pdf,1,"M.C.CIRCLE, MAGADIROADPOLICESTATION",FIXED,11:00,16:00,30.0,,15.0,,15.0,,15.0,,10.0,,75.0,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-LEPROSY_HOSPITAL_CIRCLE_JN_M_C_CIRCLE_JN.pdf,1,"M.C.CIRCLE, MAGADIROADPOLICESTATION",FIXED,16:00,21:00,45.0,,20.0,,15.0,,15.0,,10.0,,95.0,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-LEPROSY_HOSPITAL_CIRCLE_JN_M_C_CIRCLE_JN.pdf,1,"M.C.CIRCLE, MAGADIROADPOLICESTATION",FIXED,21:00,23:00,20.0,,20.0,,15.0,,15.0,,10.0,,70.0,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-LEPROSY_HOSPITAL_CIRCLE_JN_M_C_CIRCLE_JN.pdf,1,"M.C.CIRCLE, MAGADIROADPOLICESTATION",FIXED,08:00,11:00,90.0,,90.0,,60.0,,10.0,,250.0,,,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-LEPROSY_HOSPITAL_CIRCLE_JN_M_C_CIRCLE_JN.pdf,1,"M.C.CIRCLE, MAGADIROADPOLICESTATION",FIXED,11:00,16:00,60.0,,60.0,,50.0,,10.0,,180.0,,,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-LEPROSY_HOSPITAL_CIRCLE_JN_M_C_CIRCLE_JN.pdf,1,"M.C.CIRCLE, MAGADIROADPOLICESTATION",FIXED,16:00,21:00,90.0,,90.0,,60.0,,10.0,,250.0,,,,,
Bengaluru-BPT-Magadi-Road-TPS-Signal-Timing-data-LEPROSY_HOSPITAL_CIRCLE_JN_M_C_CIRCLE_JN.pdf,1,"M.C.CIRCLE, MAGADIROADPOLICESTATION",FIXED,21:00,23:00,60.0,,60.0,,50.0,,10.0,,180.0,,,,,
Bengaluru-BPT-Malleswaram-TPS-Signal-Timing-data-DR_RAJKUMAR_ROAD_17TH_CROSS_CIRCLE_JN_KARNATAKA_BHAVAN_JN.pdf,1,"DR.RAJKUMARROAD,17THCROSSJUNCTION, MALLESHWARAM POLICESTATION",FIXED,07:00,08:00,30.0,,40.0,,10.0,,,,,,,,,
Bengaluru-BPT-Malleswaram-TPS-Signal-Timing-data-DR_RAJKUMAR_ROAD_17TH_CROSS_CIRCLE_JN_KARNATAKA_BHAVAN_JN.pdf,1,"DR.RAJKUMARROAD,17THCROSSJUNCTION, MALLESHWARAM POLICESTATION",FIXED,08:00,11:00,40.0,,45.0,,30.0,,10.0,,125.0,,,,,
Bengaluru-BPT-Malleswaram-TPS-Signal-Timing-data-DR_RAJKUMAR_ROAD_17TH_CROSS_CIRCLE_JN_KARNATAKA_BHAVAN_JN.pdf,1,"DR.RAJKUMARROAD,17THCROSSJUNCTION, MALLESHWARAM POLICESTATION",FIXED,11:00,16:00,30.0,,40.0,,25.0,,10.0,,105.0,,,,,
Bengaluru-BPT-Malleswaram-TPS-Signal-Timing-data-DR_RAJKUMAR_ROAD_17TH_CROSS_CIRCLE_JN_KARNATAKA_BHAVAN_JN.pdf,1,"DR.RAJKUMARROAD,17THCROSSJUNCTION, MALLESHWARAM POLICESTATION",FIXED,16:00,20:30,40.0,,45.0,,30.0,,10.0,,125.0,,,,,
Bengaluru-BPT-Malleswaram-TPS-Signal-Timing-data-DR_RAJKUMAR_ROAD_17TH_CROSS_CIRCLE_JN_KARNATAKA_BHAVAN_JN.pdf,1,"DR.RAJKUMARROAD,17THCROSSJUNCTION, MALLESHWARAM POLICESTATION",FIXED,20:30,23:00,25.0,,35.0,,20.0,,5.0,,85.0,,,,,
Bengaluru-BPT-Malleswaram-TPS-Signal-Timing-data-DR_RAJKUMAR_ROAD_17TH_CROSS_CIRCLE_JN_KARNATAKA_BHAVAN_JN.pdf,1,"DR.RAJKUMARROAD,17THCROSSJUNCTION, MALLESHWARAM POLICESTATION",FIXED,07:00,12:00,55.0,,80.0,,40.0,,10.0,,185.0,,,,,
Bengaluru-BPT-Malleswaram-TPS-Signal-Timing-data-DR_RAJKUMAR_ROAD_17TH_CROSS_CIRCLE_JN_KARNATAKA_BHAVAN_JN.pdf,1,"DR.RAJKUMARROAD,17THCROSSJUNCTION, MALLESHWARAM POLICESTATION",FIXED,12:00,16:00,45.0,,75.0,,40.0,,10.0,,170.0,,,,,
Bengaluru-BPT-Malleswaram-TPS-Signal-Timing-data-DR_RAJKUMAR_ROAD_17TH_CROSS_CIRCLE_JN_KARNATAKA_BHAVAN_JN.pdf,1,"DR.RAJKUMARROAD,17THCROSSJUNCTION, MALLESHWARAM POLICESTATION",FIXED,16:00,21:00,55.0,,80.0,,40.0,,10.0,,185.0,,,,,
Bengaluru-BPT-Malleswaram-TPS-Signal-Timing-data-DR_RAJKUMAR_ROAD_17TH_CROSS_CIRCLE_JN_KARNATAKA_BHAVAN_JN.pdf,1,"DR.RAJKUMARROAD,17THCROSSJUNCTION, MALLESHWARAM POLICESTATION",FIXED,21:00,23:00,45.0,,75.0,,40.0,,10.0,,170.0,,,,,
Bengaluru-BPT-Malleswaram-TPS-Signal-Timing-data-MARGOSA_18TH_CROSS_JN_MILL_CORNER_JN.pdf,1,"MARGOSA18THCROSSJUNCTION, MALLESHWARAMPOLICESTATION",FIXED,07:00,08:00,40.0,,13.0,,30.0,,7.0,,,,,,,
Bengaluru-BPT-Malleswaram-TPS-Signal-Timing-data-MARGOSA_18TH_CROSS_JN_MILL_CORNER_JN.pdf,1,"MARGOSA18THCROSSJUNCTION, MALLESHWARAMPOLICESTATION",FIXED,08:00,11:00,60.0,,20.0,,40.0,,10.0,,130.0,,,,,
Bengaluru-BPT-Malleswaram-TPS-Signal-Timing-data-MARGOSA_18TH_CROSS_JN_MILL_CORNER_JN.pdf,1,"MARGOSA18THCROSSJUNCTION, MALLESHWARAMPOLICESTATION",FIXED,16:00,21:00,60.0,,20.0,,40.0,,10.0,,130.0,,,,,
Bengaluru-BPT-Malleswaram-TPS-Signal-Timing-data-MARGOSA_18TH_CROSS_JN_MILL_CORNER_JN.pdf,1,"MARGOSA18THCROSSJUNCTION, MALLESHWARAMPOLICESTATION",FIXED,21:00,22:00,40.0,,13.0,,30.0,,7.0,,90.0,,,,,
Bengaluru-BPT-Malleswaram-TPS-Signal-Timing-data-MARGOSA_18TH_CROSS_JN_MILL_CORNER_JN.pdf,1,"MARGOSA18THCROSSJUNCTION, MALLESHWARAMPOLICESTATION",FIXED,07:00,08:00,50.0,,10.0,,10.0,,,,,,,,,
