file,page,intersection,control_mode,start_time,end_time,phase_1_weekday,phase_1_sunday,phase_2_weekday,phase_2_sunday,phase_3_weekday,phase_3_sunday,phase_4_weekday,phase_4_sunday,phase_5_weekday,phase_5_sunday,phase_6_weekday,phase_6_sunday,phase_7_weekday,phase_7_sunday
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-BHARATHI_NURSING_HOME_JN_CHAMARAJPET_5TH_MAIN_JN.pdf,1,"CHAMARAJPET5THMAINJUNCTION,BASAVANAGUDIPOLICESTATION",VAC,21:00,22:00,30.0,,50.0,,50.0,,40.0,,10.0,,180.0,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-BHARATHI_NURSING_HOME_JN_CHAMARAJPET_5TH_MAIN_JN.pdf,1,"CHAMARAJPET5THMAINJUNCTION,BASAVANAGUDIPOLICESTATION",VAC,08:00,11:00,50.0,,20.0,,30.0,,10.0,,110.0,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-BHARATHI_NURSING_HOME_JN_CHAMARAJPET_5TH_MAIN_JN.pdf,1,"CHAMARAJPET5THMAINJUNCTION,BASAVANAGUDIPOLICESTATION",VAC,11:00,16:00,40.0,,15.0,,30.0,,10.0,,95.0,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-BHARATHI_NURSING_HOME_JN_CHAMARAJPET_5TH_MAIN_JN.pdf,1,"CHAMARAJPET5THMAINJUNCTION,BASAVANAGUDIPOLICESTATION",VAC,16:00,21:00,50.0,,20.0,,30.0,,10.0,,110.0,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-BHARATHI_NURSING_HOME_JN_CHAMARAJPET_5TH_MAIN_JN.pdf,1,"CHAMARAJPET5THMAINJUNCTION,BASAVANAGUDIPOLICESTATION",VAC,21:00,22:00,40.0,,15.0,,30.0,,10.0,,95.0,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-DEEVAN_MADHAV_RAO_JN_HALLI_THINDI_JN.pdf,1,"DEEVANMADHAVRAOJUNCTION,BASAVANAGUDIPOLICESTATION",FIXED,08:00,11:00,30.0,,25.0,,20.0,,5.0,,80.0,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-DEEVAN_MADHAV_RAO_JN_HALLI_THINDI_JN.pdf,1,"DEEVANMADHAVRAOJUNCTION,BASAVANAGUDIPOLICESTATION",FIXED,11:00,17:00,30.0,,20.0,,20.0,,5.0,,75.0,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-DEEVAN_MADHAV_RAO_JN_HALLI_THINDI_JN.pdf,1,"DEEVANMADHAVRAOJUNCTION,BASAVANAGUDIPOLICESTATION",FIXED,17:00,20:30,40.0,,30.0,,25.0,,5.0,,100.0,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-DEEVAN_MADHAV_RAO_JN_HALLI_THINDI_JN.pdf,1,"DEEVANMADHAVRAOJUNCTION,BASAVANAGUDIPOLICESTATION",FIXED,07:00,08:00,30.0,,20.0,,20.0,,10.0,,80.0,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-DEEVAN_MADHAV_RAO_JN_HALLI_THINDI_JN.pdf,1,"DEEVANMADHAVRAOJUNCTION,BASAVANAGUDIPOLICESTATION",FIXED,08:00,12:00,40.0,,25.0,,20.0,,10.0,,95.0,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-DEEVAN_MADHAV_RAO_JN_HALLI_THINDI_JN.pdf,1,"DEEVANMADHAVRAOJUNCTION,BASAVANAGUDIPOLICESTATION",FIXED,12:00,16:00,30.0,,20.0,,20.0,,10.0,,80.0,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-DEEVAN_MADHAV_RAO_JN_HALLI_THINDI_JN.pdf,1,"DEEVANMADHAVRAOJUNCTION,BASAVANAGUDIPOLICESTATION",FIXED,16:00,21:00,40.0,,25.0,,20.0,,10.0,,95.0,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-DEEVAN_MADHAV_RAO_JN_HALLI_THINDI_JN.pdf,1,"DEEVANMADHAVRAOJUNCTION,BASAVANAGUDIPOLICESTATION",FIXED,21:00,22:00,30.0,,20.0,,20.0,,10.0,,80.0,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-LALBAGH_WEST_GATE_JN_NATIONAL_COLLEGE_JN.pdf,1,"LALBAGHWESTGATE JUNCTION,BASAVANAGUDIPOLICESTATION",VAC,07:00,09:00,25.0,,35.0,,10.0,,10.0,,,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-LALBAGH_WEST_GATE_JN_NATIONAL_COLLEGE_JN.pdf,1,"LALBAGHWESTGATE JUNCTION,BASAVANAGUDIPOLICESTATION",VAC,07:00,08:30,40.0,,25.0,,15.0,,,,,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-LALBAGH_WEST_GATE_JN_NATIONAL_COLLEGE_JN.pdf,1,"LALBAGHWESTGATE JUNCTION,BASAVANAGUDIPOLICESTATION",VAC,09:00,11:00,30.0,,45.0,,15.0,,40.0,,10.0,,140.0,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-LALBAGH_WEST_GATE_JN_NATIONAL_COLLEGE_JN.pdf,1,"LALBAGHWESTGATE JUNCTION,BASAVANAGUDIPOLICESTATION",VAC,11:00,17:00,30.0,,110.0,,,,,,,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-LALBAGH_WEST_GATE_JN_NATIONAL_COLLEGE_JN.pdf,1,"LALBAGHWESTGATE JUNCTION,BASAVANAGUDIPOLICESTATION",VAC,17:00,20:00,30.0,,45.0,,15.0,,40.0,,10.0,,140.0,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-LALBAGH_WEST_GATE_JN_NATIONAL_COLLEGE_JN.pdf,1,"LALBAGHWESTGATE JUNCTION,BASAVANAGUDIPOLICESTATION",VAC,20:00,22:00,30.0,,110.0,,,,,,,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-LALBAGH_WEST_GATE_JN_NATIONAL_COLLEGE_JN.pdf,1,"LALBAGHWESTGATE JUNCTION,BASAVANAGUDIPOLICESTATION",VAC,08:30,11:00,,,,,,,15.0,,10.0,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-LALBAGH_WEST_GATE_JN_NATIONAL_COLLEGE_JN.pdf,1,"LALBAGHWESTGATE JUNCTION,BASAVANAGUDIPOLICESTATION",VAC,16:00,22:00,40.0,,,,,,15.0,,10.0,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-LALBAGH_WEST_GATE_JN_NATIONAL_COLLEGE_JN.pdf,1,"LALBAGHWESTGATE JUNCTION,BASAVANAGUDIPOLICESTATION",VAC,22:00,23:00,20.0,,15.0,,15.0,,,,,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-VIDTAPETTA_CIRCLE_JN_YEDIYUR_CIRCLE_JN.pdf,1,"VIDTAPETTACIRCLE JUNCTION,BASAVANAGUDIPOLICESTATION",FIXED,07:00,11:00,50.0,,30.0,,30.0,,10.0,,,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-VIDTAPETTA_CIRCLE_JN_YEDIYUR_CIRCLE_JN.pdf,1,"VIDTAPETTACIRCLE JUNCTION,BASAVANAGUDIPOLICESTATION",FIXED,11:00,16:00,40.0,,25.0,,40.0,,10.0,,115.0,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-VIDTAPETTA_CIRCLE_JN_YEDIYUR_CIRCLE_JN.pdf,1,"VIDTAPETTACIRCLE JUNCTION,BASAVANAGUDIPOLICESTATION",FIXED,16:00,22:00,75.0,,50.0,,50.0,,10.0,,185.0,,,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-VIDTAPETTA_CIRCLE_JN_YEDIYUR_CIRCLE_JN.pdf,1,"VIDTAPETTACIRCLE JUNCTION,BASAVANAGUDIPOLICESTATION",FIXED,07:00,08:30,30.0,,20.0,,20.0,,15.0,,5.0,,90.0,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-VIDTAPETTA_CIRCLE_JN_YEDIYUR_CIRCLE_JN.pdf,1,"VIDTAPETTACIRCLE JUNCTION,BASAVANAGUDIPOLICESTATION",FIXED,08:30,12:00,45.0,,30.0,,30.0,,30.0,,5.0,,140.0,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-VIDTAPETTA_CIRCLE_JN_YEDIYUR_CIRCLE_JN.pdf,1,"VIDTAPETTACIRCLE JUNCTION,BASAVANAGUDIPOLICESTATION",FIXED,16:00,20:30,45.0,,30.0,,30.0,,30.0,,5.0,,140.0,,,
Bengaluru-BPT-Basavangudi-TPS-Signal-Timing-data-VIDTAPETTA_CIRCLE_JN_YEDIYUR_CIRCLE_JN.pdf,1,"VIDTAPETTACIRCLE JUNCTION,BASAVANAGUDIPOLICESTATION",FIXED,20:30,23:00,30.0,,20.0,,20.0,,15.0,,5.0,,90.0,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-ATTIGUPPE_CIRCLE_JN_CHANDRA_LAYOUT_JN.pdf,1,"ATTIGUPPECIRCLEJUNCTION,BYATARAYANAPURAPOLICESTATION",VAC,07:00,09:00,35.0,,35.0,,25.0,,10.0,,105.0,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-ATTIGUPPE_CIRCLE_JN_CHANDRA_LAYOUT_JN.pdf,1,"ATTIGUPPECIRCLEJUNCTION,BYATARAYANAPURAPOLICESTATION",VAC,09:00,11:00,60.0,,45.0,,35.0,,10.0,,150.0,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-ATTIGUPPE_CIRCLE_JN_CHANDRA_LAYOUT_JN.pdf,1,"ATTIGUPPECIRCLEJUNCTION,BYATARAYANAPURAPOLICESTATION",VAC,11:00,16:00,50.0,,35.0,,25.0,,10.0,,120.0,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-ATTIGUPPE_CIRCLE_JN_CHANDRA_LAYOUT_JN.pdf,1,"ATTIGUPPECIRCLEJUNCTION,BYATARAYANAPURAPOLICESTATION",VAC,16:00,20:00,60.0,,45.0,,35.0,,10.0,,150.0,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-ATTIGUPPE_CIRCLE_JN_CHANDRA_LAYOUT_JN.pdf,1,"ATTIGUPPECIRCLEJUNCTION,BYATARAYANAPURAPOLICESTATION",VAC,20:00,22:00,45.0,,45.0,,25.0,,10.0,,125.0,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-ATTIGUPPE_CIRCLE_JN_CHANDRA_LAYOUT_JN.pdf,1,"ATTIGUPPECIRCLEJUNCTION,BYATARAYANAPURAPOLICESTATION",VAC,08:00,11:00,40.0,,10.0,,40.0,,50.0,,30.0,,170.0,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-ATTIGUPPE_CIRCLE_JN_CHANDRA_LAYOUT_JN.pdf,1,"ATTIGUPPECIRCLEJUNCTION,BYATARAYANAPURAPOLICESTATION",VAC,08:30,11:00,30.0,,10.0,,30.0,,40.0,,20.0,,130.0,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-ATTIGUPPE_CIRCLE_JN_CHANDRA_LAYOUT_JN.pdf,1,"ATTIGUPPECIRCLEJUNCTION,BYATARAYANAPURAPOLICESTATION",VAC,16:00,21:00,30.0,,10.0,,30.0,,40.0,,20.0,,130.0,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-HOYSALA_CIRCLE_KENGERI_UPANAGAR_JN_KIMCO_JN.pdf,1,"HOYSALACIRCLEKENGERIUPANAGARJUNCTION,BYATARAYANAPURAPOLICESTATION",FIXED,07:00,08:00,55.0,,35.0,,25.0,,5.0,,120.0,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-HOYSALA_CIRCLE_KENGERI_UPANAGAR_JN_KIMCO_JN.pdf,1,"HOYSALACIRCLEKENGERIUPANAGARJUNCTION,BYATARAYANAPURAPOLICESTATION",FIXED,08:00,11:00,85.0,,45.0,,35.0,,5.0,,170.0,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-HOYSALA_CIRCLE_KENGERI_UPANAGAR_JN_KIMCO_JN.pdf,1,"HOYSALACIRCLEKENGERIUPANAGARJUNCTION,BYATARAYANAPURAPOLICESTATION",FIXED,11:00,16:00,55.0,,35.0,,25.0,,5.0,,120.0,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-HOYSALA_CIRCLE_KENGERI_UPANAGAR_JN_KIMCO_JN.pdf,1,"HOYSALACIRCLEKENGERIUPANAGARJUNCTION,BYATARAYANAPURAPOLICESTATION",FIXED,16:00,21:00,85.0,,45.0,,35.0,,5.0,,170.0,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-HOYSALA_CIRCLE_KENGERI_UPANAGAR_JN_KIMCO_JN.pdf,1,"HOYSALACIRCLEKENGERIUPANAGARJUNCTION,BYATARAYANAPURAPOLICESTATION",FIXED,21:00,23:00,55.0,,35.0,,25.0,,5.0,,120.0,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-HOYSALA_CIRCLE_KENGERI_UPANAGAR_JN_KIMCO_JN.pdf,1,"HOYSALACIRCLEKENGERIUPANAGARJUNCTION,BYATARAYANAPURAPOLICESTATION",FIXED,08:00,11:00,60.0,,45.0,,15.0,,10.0,,10.0,,140.0,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-HOYSALA_CIRCLE_KENGERI_UPANAGAR_JN_KIMCO_JN.pdf,1,"HOYSALACIRCLEKENGERIUPANAGARJUNCTION,BYATARAYANAPURAPOLICESTATION",FIXED,17:00,20:00,60.0,,45.0,,15.0,,10.0,,10.0,,140.0,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-RAJARAJESHWARI_JN_SATELLITE_BUS_STAND_JN.pdf,1,"RAJARAJESHWARIJUNCTION,BYATARAYANAPURAPOLICESTATION",FIXED,07:00,09:00,25.0,,45.0,,30.0,,10.0,,,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-RAJARAJESHWARI_JN_SATELLITE_BUS_STAND_JN.pdf,1,"RAJARAJESHWARIJUNCTION,BYATARAYANAPURAPOLICESTATION",FIXED,09:00,11:00,45.0,,60.0,,35.0,,10.0,,150.0,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-RAJARAJESHWARI_JN_SATELLITE_BUS_STAND_JN.pdf,1,"RAJARAJESHWARIJUNCTION,BYATARAYANAPURAPOLICESTATION",FIXED,11:00,14:00,30.0,,45.0,,30.0,,10.0,,115.0,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-RAJARAJESHWARI_JN_SATELLITE_BUS_STAND_JN.pdf,1,"RAJARAJESHWARIJUNCTION,BYATARAYANAPURAPOLICESTATION",FIXED,14:00,20:00,45.0,,60.0,,35.0,,10.0,,150.0,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-RAJARAJESHWARI_JN_SATELLITE_BUS_STAND_JN.pdf,1,"RAJARAJESHWARIJUNCTION,BYATARAYANAPURAPOLICESTATION",FIXED,20:00,22:00,25.0,,45.0,,30.0,,10.0,,110.0,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-RAJARAJESHWARI_JN_SATELLITE_BUS_STAND_JN.pdf,1,"RAJARAJESHWARIJUNCTION,BYATARAYANAPURAPOLICESTATION",FIXED,07:00,08:00,25.0,,40.0,,10.0,,75.0,,,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-RAJARAJESHWARI_JN_SATELLITE_BUS_STAND_JN.pdf,1,"RAJARAJESHWARIJUNCTION,BYATARAYANAPURAPOLICESTATION",FIXED,08:00,11:00,25.0,,90.0,,10.0,,125.0,,,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-RAJARAJESHWARI_JN_SATELLITE_BUS_STAND_JN.pdf,1,"RAJARAJESHWARIJUNCTION,BYATARAYANAPURAPOLICESTATION",FIXED,11:00,16:00,25.0,,40.0,,10.0,,75.0,,,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-RAJARAJESHWARI_JN_SATELLITE_BUS_STAND_JN.pdf,1,"RAJARAJESHWARIJUNCTION,BYATARAYANAPURAPOLICESTATION",FIXED,16:00,20:30,25.0,,90.0,,10.0,,125.0,,,,,,,
Bengaluru-BPT-Byatarayanapura-TPS-Signal-Timing-data-RAJARAJESHWARI_JN_SATELLITE_BUS_STAND_JN.pdf,1,"RAJARAJESHWARIJUNCTION,BYATARAYANAPURAPOLICESTATION",FIXED,20:30,23:00,25.0,,40.0,,10.0,,75.0,,,,,,,
Bengaluru-BPT-Central-Chikkajalla-TPS-Signal-Timing-data-SIRSI_CIRCLE_JN_CHIKKAJALA_JN.pdf,1,"SIRSICIRCLEJUNCTION,CENTRAL POLICESTATION",VAC,07:00,09:00,45.0,,40.0,,40.0,,50.0,,10.0,,185.0,,,
Bengaluru-BPT-Central-Chikkajalla-TPS-Signal-Timing-data-SIRSI_CIRCLE_JN_CHIKKAJALA_JN.pdf,1,"SIRSICIRCLEJUNCTION,CENTRAL POLICESTATION",VAC,09:00,12:00,60.0,,50.0,,40.0,,65.0,,10.0,,225.0,,,
Bengaluru-BPT-Central-Chikkajalla-TPS-Signal-Timing-data-SIRSI_CIRCLE_JN_CHIKKAJALA_JN.pdf,1,"SIRSICIRCLEJUNCTION,CENTRAL POLICESTATION",VAC,12:00,16:00,60.0,,50.0,,35.0,,60.0,,10.0,,215.0,,,
Bengaluru-BPT-Central-Chikkajalla-TPS-Signal-Timing-data-SIRSI_CIRCLE_JN_CHIKKAJALA_JN.pdf,1,"SIRSICIRCLEJUNCTION,CENTRAL POLICESTATION",VAC,16:00,21:00,50.0,,60.0,,40.0,,65.0,,10.0,,225.0,,,
Bengaluru-BPT-Central-Chikkajalla-TPS-Signal-Timing-data-SIRSI_CIRCLE_JN_CHIKKAJALA_JN.pdf,1,"SIRSICIRCLEJUNCTION,CENTRAL POLICESTATION",VAC,21:00,23:00,45.0,,40.0,,40.0,,50.0,,10.0,,185.0,,,
Bengaluru-BPT-Central-Chikkajalla-TPS-Signal-Timing-data-SIRSI_CIRCLE_JN_CHIKKAJALA_JN.pdf,1,"SIRSICIRCLEJUNCTION,CENTRAL POLICESTATION",VAC,00:00,07:00,10.0,,80.0,,10.0,,0.0,,100.0,,,,,
Bengaluru-BPT-Central-Chikkajalla-TPS-Signal-Timing-data-SIRSI_CIRCLE_JN_CHIKKAJALA_JN.pdf,1,"SIRSICIRCLEJUNCTION,CENTRAL POLICESTATION",VAC,07:00,08:30,15.0,,50.0,,20.0,,10.0,,95.0,,,,,
Bengaluru-BPT-Central-Chikkajalla-TPS-Signal-Timing-data-SIRSI_CIRCLE_JN_CHIKKAJALA_JN.pdf,1,"SIRSICIRCLEJUNCTION,CENTRAL POLICESTATION",VAC,08:30,11:00,20.0,,55.0,,25.0,,10.0,,110.0,,,,,
Bengaluru-BPT-Central-Chikkajalla-TPS-Signal-Timing-data-SIRSI_CIRCLE_JN_CHIKKAJALA_JN.pdf,1,"SIRSICIRCLEJUNCTION,CENTRAL POLICESTATION",VAC,11:00,17:00,15.0,,50.0,,15.0,,8.0,,88.0,,,,,
Bengaluru-BPT-Central-Chikkajalla-TPS-Signal-Timing-data-SIRSI_CIRCLE_JN_CHIKKAJALA_JN.pdf,1,"SIRSICIRCLEJUNCTION,CENTRAL POLICESTATION",VAC,17:00,20:00,25.0,,55.0,,20.0,,10.0,,110.0,,,,,
Bengaluru-BPT-Central-Chikkajalla-TPS-Signal-Timing-data-SIRSI_CIRCLE_JN_CHIKKAJALA_JN.pdf,1,"SIRSICIRCLEJUNCTION,CENTRAL POLICESTATION",VAC,20:00,22:00,20.0,,50.0,,15.0,,8.0,,93.0,,,,,
Bengaluru-BPT-Central-Chikkajalla-TPS-Signal-Timing-data-SIRSI_CIRCLE_JN_CHIKKAJALA_JN.pdf,1,"SIRSICIRCLEJUNCTION,CENTRAL POLICESTATION",VAC,22:00,23:00,15.0,,50.0,,10.0,,7.0,,82.0,,,,,
Bengaluru-BPT-Central-Chikkajalla-TPS-Signal-Timing-data-SIRSI_CIRCLE_JN_CHIKKAJALA_JN.pdf,1,"SIRSICIRCLEJUNCTION,CENTRAL POLICESTATION",VAC,23:00,23:59,10.0,,80.0,,10.0,,0.0,,100.0,,,,,
Bengaluru-BPT-Central-TPS-Signal-Timing-data-BANGALORE_BODY_BUILDERS_JN_MEDICAL_COLLEGE_CIRCLE_JN.pdf,1,"BANGALOREBODYBUILDERSJUNCTION,CENTRAL POLICESTATION",FIXED,07:00,08:30,30.0,,80.0,,10.0,,120.0,,,,,,,
Bengaluru-BPT-Central-TPS-Signal-Timing-data-BANGALORE_BODY_BUILDERS_JN_MEDICAL_COLLEGE_CIRCLE_JN.pdf,1,"BANGALOREBODYBUILDERSJUNCTION,CENTRAL POLICESTATION",FIXED,08:30,21:00,40.0,,100.0,,10.0,,150.0,,,,,,,
Bengaluru-BPT-Central-TPS-Signal-Timing-data-BANGALORE_BODY_BUILDERS_JN_MEDICAL_COLLEGE_CIRCLE_JN.pdf,1,"BANGALOREBODYBUILDERSJUNCTION,CENTRAL POLICESTATION",FIXED,21:00,23:00,30.0,,80.0,,10.0,,120.0,,,,,,,
Bengaluru-BPT-Central-TPS-Signal-Timing-data-BANGALORE_BODY_BUILDERS_JN_MEDICAL_COLLEGE_CIRCLE_JN.pdf,1,"BANGALOREBODYBUILDERSJUNCTION,CENTRAL POLICESTATION",FIXED,07:00,08:30,30.0,,40.0,,30.0,,10.0,,,,,,,
Bengaluru-BPT-Central-TPS-Signal-Timing-data-BANGALORE_BODY_BUILDERS_JN_MEDICAL_COLLEGE_CIRCLE_JN.pdf,1,"BANGALOREBODYBUILDERSJUNCTION,CENTRAL POLICESTATION",FIXED,08:30,11:00,60.0,,80.0,,35.0,,10.0,,185.0,,,,,
Bengaluru-BPT-Central-TPS-Signal-Timing-data-BANGALORE_BODY_BUILDERS_JN_MEDICAL_COLLEGE_CIRCLE_JN.pdf,1,"BANGALOREBODYBUILDERSJUNCTION,CENTRAL POLICESTATION",FIXED,16:00,20:00,55.0,,70.0,,35.0,,10.0,,170.0,,,,,
Bengaluru-BPT-Central-TPS-Signal-Timing-data-BANGALORE_BODY_BUILDERS_JN_MEDICAL_COLLEGE_CIRCLE_JN.pdf,1,"BANGALOREBODYBUILDERSJUNCTION,CENTRAL POLICESTATION",FIXED,20:00,23:00,35.0,,35.0,,30.0,,10.0,,110.0,,,,,
Bengaluru-BPT-Chikkapet-TPS-Signal-Timing-data-BRIYAND_CIRCLE_JN_DR_TCM_ROYAN_ROAD_JN.pdf,1,"BRIYANDCIRCLE JUNCTION,CHIKKAPETHPOLICESTATION",VAC,08:00,11:00,100.0,,30.0,,10.0,,,,,,,,,
Bengaluru-BPT-Chikkapet-TPS-Signal-Timing-data-BRIYAND_CIRCLE_JN_DR_TCM_ROYAN_ROAD_JN.pdf,1,"BRIYANDCIRCLE JUNCTION,CHIKKAPETHPOLICESTATION",VAC,11:00,16:00,,,,,,,,,,,,,,
Bengaluru-BPT-Chikkapet-TPS-Signal-Timing-data-BRIYAND_CIRCLE_JN_DR_TCM_ROYAN_ROAD_JN.pdf,1,"BRIYANDCIRCLE JUNCTION,CHIKKAPETHPOLICESTATION",VAC,16:00,22:00,100.0,,30.0,,20.0,,10.0,,160.0,,,,,
Bengaluru-BPT-Chikkapet-TPS-Signal-Timing-data-BRIYAND_CIRCLE_JN_DR_TCM_ROYAN_ROAD_JN.pdf,1,"BRIYANDCIRCLE JUNCTION,CHIKKAPETHPOLICESTATION",VAC,07:00,09:00,60.0,,45.0,,30.0,,10.0,,145.0,,,,,
Bengaluru-BPT-Chikkapet-TPS-Signal-Timing-data-BRIYAND_CIRCLE_JN_DR_TCM_ROYAN_ROAD_JN.pdf,1,"BRIYANDCIRCLE JUNCTION,CHIKKAPETHPOLICESTATION",VAC,09:00,11:00,90.0,,60.0,,45.0,,10.0,,205.0,,,,,
Bengaluru-BPT-Chikkapet-TPS-Signal-Timing-data-BRIYAND_CIRCLE_JN_DR_TCM_ROYAN_ROAD_JN.pdf,1,"BRIYANDCIRCLE JUNCTION,CHIKKAPETHPOLICESTATION",VAC,16:00,21:00,90.0,,60.0,,45.0,,10.0,,205.0,,,,,
Bengaluru-BPT-Chikkapet-TPS-Signal-Timing-data-BRIYAND_CIRCLE_JN_DR_TCM_ROYAN_ROAD_JN.pdf,1,"BRIYANDCIRCLE JUNCTION,CHIKKAPETHPOLICESTATION",VAC,21:00,23:00,60.0,,45.0,,30.0,,10.0,,145.0,,,,,
Bengaluru-BPT-Cubbon-Park-Devanahalli-TPS-Signal-Timing-data-SIDDALINGAIAH_JN_DEVANAHALLI_CROSS_JN.pdf,1,"SIDDALINGAIAHJUNCTION,CUBBONPARKPOLICESTATION",VAC,07:00,08:00,,,0.0,,,,,,,,,,,
Bengaluru-BPT-Cubbon-Park-Devanahalli-TPS-Signal-Timing-data-SIDDALINGAIAH_JN_DEVANAHALLI_CROSS_JN.pdf,1,"SIDDALINGAIAHJUNCTION,CUBBONPARKPOLICESTATION",VAC,11:00,16:00,,,,,,,,,,,,,,
Bengaluru-BPT-Cubbon-Park-Devanahalli-TPS-Signal-Timing-data-SIDDALINGAIAH_JN_DEVANAHALLI_CROSS_JN.pdf,1,"SIDDALINGAIAHJUNCTION,CUBBONPARKPOLICESTATION",VAC,16:00,21:00,,,,,,,,,,,,,,
Bengaluru-BPT-Cubbon-Park-Devanahalli-TPS-Signal-Timing-data-SIDDALINGAIAH_JN_DEVANAHALLI_CROSS_JN.pdf,1,"SIDDALINGAIAHJUNCTION,CUBBONPARKPOLICESTATION",VAC,21:00,23:00,,,,,,,5.0,,,,,,,
Bengaluru-BPT-Cubbon-Park-TPS-Signal-Timing-data-COFFEE_BOARD_JN_GOPAL_GOWDA_CIRCLE_JN.pdf,1,"COFFEEBOARDJUNCTION,CUBBONPARKPOLICESTATION",SYNC,07:00,08:00,,,16.0,,,,50.0,,,,,,,
Bengaluru-BPT-Cubbon-Park-TPS-Signal-Timing-data-COFFEE_BOARD_JN_GOPAL_GOWDA_CIRCLE_JN.pdf,1,"COFFEEBOARDJUNCTION,CUBBONPARKPOLICESTATION",SYNC,08:00,12:00,,,,,,,170.0,,,,,,,
Bengaluru-BPT-Cubbon-Park-TPS-Signal-Timing-data-COFFEE_BOARD_JN_GOPAL_GOWDA_CIRCLE_JN.pdf,1,"COFFEEBOARDJUNCTION,CUBBONPARKPOLICESTATION",SYNC,22:00,23:00,,,16.0,,,,50.0,,,,,,,
Bengaluru-BPT-Cubbon-Park-TPS-Signal-Timing-data-COFFEE_BOARD_JN_GOPAL_GOWDA_CIRCLE_JN.pdf,1,"COFFEEBOARDJUNCTION,CUBBONPARKPOLICESTATION",SYNC,08:00,09:30,30.0,,30.0,,30.0,,10.0,,10.0,,110.0,,,
Bengaluru-BPT-Cubbon-Park-TPS-Signal-Timing-data-COFFEE_BOARD_JN_GOPAL_GOWDA_CIRCLE_JN.pdf,1,"COFFEEBOARDJUNCTION,CUBBONPARKPOLICESTATION",SYNC,09:30,11:30,,,,,,,,,10.0,,,,,
